id,postcode,latitude,longitude,isInRightmove,codeRightmove
2170,S32,53.29454,-1.63839,,
2171,S33,53.3415,-1.72061,,
2172,S35,53.45763,-1.49542,,
2173,S36,53.50302,-1.61249,,
2174,S4,53.399,-1.44949,,
2175,S40,53.23356,-1.44562,,
2176,S41,53.24696,-1.42746,,
2177,S42,53.20019,-1.42209,,
2178,S43,53.2672,-1.34172,,
2179,S44,53.22478,-1.31241,,
2180,S45,53.16602,-1.42106,,
2181,S5,53.42152,-1.46124,,
2182,S6,53.40195,-1.50962,,
2183,S60,53.41376,-1.34698,,
2184,S61,53.44367,-1.3932,,
2185,S62,53.465,-1.34619,,
2186,S63,53.51794,-1.32879,,
2187,S64,53.4908,-1.29907,,
2188,S65,53.43518,-1.31955,,
2189,S66,53.42033,-1.24153,,
2190,S7,53.35422,-1.48913,,
2191,S70,53.54114,-1.4733,,
2192,S71,53.57342,-1.45629,,
2193,S72,53.57851,-1.39127,,
2194,S73,53.52458,-1.39355,,
2195,S74,53.50053,-1.43913,,
2196,S75,53.56201,-1.51985,,
2197,S8,53.33978,-1.47578,,
2198,S80,53.29205,-1.14928,,
2199,S81,53.3377,-1.12134,,
2200,S9,53.39794,-1.41641,,
2201,SA1,51.62742,-3.93905,,
2202,SA10,51.68722,-3.79836,,
2203,SA11,51.67428,-3.76168,,
2204,SA12,51.60725,-3.79375,,
2205,SA13,51.60559,-3.72436,,
2206,SA14,51.73245,-4.10721,,
2207,SA15,51.69989,-4.16648,,
2208,SA16,51.68922,-4.25569,,
2209,SA17,51.7579,-4.2852,,
2210,SA18,51.79798,-3.95796,,
2211,SA19,51.95284,-3.94723,,
2212,SA2,51.62021,-3.99364,,
2213,SA20,52.01025,-3.78651,,
2214,SA3,51.57965,-4.05105,,
2215,SA31,51.85639,-4.30762,,
2216,SA32,51.88597,-4.17106,,
2217,SA33,51.85022,-4.4351,,
2218,SA34,51.85258,-4.61822,,
2219,SA35,51.97349,-4.55974,,
2220,SA36,51.95717,-4.60684,,
2221,SA37,52.01684,-4.59282,,
2222,SA38,52.0401,-4.47312,,
2223,SA39,52.01955,-4.24166,,
2224,SA4,51.67054,-4.04792,,
2225,SA40,52.08378,-4.17335,,
2226,SA41,51.99718,-4.70679,,
2227,SA42,52.01534,-4.8522,,
2228,SA43,52.08619,-4.62896,,
2229,SA44,52.08625,-4.37201,,
2230,SA45,52.20794,-4.358,,
2231,SA46,52.23254,-4.24945,,
2232,SA47,52.19028,-4.29561,,
2233,SA48,52.14338,-4.11048,,
2234,SA5,51.64851,-3.96886,,
2235,SA6,51.67539,-3.92084,,
2236,SA61,51.79916,-4.97345,,
2237,SA62,51.84093,-5.06333,,
2238,SA63,51.87409,-4.85342,,
2239,SA64,52.00147,-5.01162,,
2240,SA65,51.98818,-4.96848,,
2241,SA66,51.88121,-4.74342,,
2242,SA67,51.78165,-4.73157,,
2243,SA68,51.72867,-4.76603,,
2244,SA69,51.71029,-4.70555,,
2245,SA7,51.6615,-3.88989,,
2246,SA70,51.67176,-4.73797,,
2247,SA71,51.66716,-4.92863,,
2248,SA72,51.6913,-4.93453,,
2249,SA73,51.71634,-5.01146,,
2250,SA8,51.72153,-3.8475,,
2251,SA9,51.78122,-3.76729,,
2252,SE1,51.49838,-0.08949,,
2253,SE10,51.48162,-0.00089,,
2254,SE11,51.4888,-0.10862,,
2255,SE12,51.4443,0.02483,,
2256,SE13,51.45837,-0.0091,,
2257,SE14,51.47511,-0.0415,,
2258,SE15,51.47189,-0.06468,,
2259,SE16,51.49597,-0.05213,,
2260,SE17,51.48764,-0.09282,,
2261,SE18,51.48391,0.07412,,
2262,SE19,51.41735,-0.08424,,
2263,SE2,51.48943,0.11759,,
2264,SE20,51.41151,-0.05716,,
2265,SE21,51.43807,-0.08626,,
2266,SE22,51.45401,-0.07119,,
2267,SE23,51.44015,-0.04875,,
2268,SE24,51.45446,-0.09853,,
2269,SE25,51.39742,-0.07501,,
2270,SE26,51.42674,-0.05364,,
2271,SE27,51.43022,-0.10097,,
2272,SE28,51.50219,0.10809,,
2273,SE3,51.46866,0.02015,,
2274,SE4,51.46058,-0.03348,,
2275,SE5,51.47322,-0.09055,,
2276,SE6,51.43777,-0.01432,,
2277,SE7,51.48369,0.03521,,
2278,SE8,51.48118,-0.02828,,
2279,SE9,51.44465,0.05651,,
2280,SG1,51.91103,-0.19417,,
2281,SG10,51.8446,0.07178,,
2282,SG11,51.88125,0.03278,,
2283,SG12,51.81375,-0.01669,,
2284,SG13,51.78673,-0.06863,,
2285,SG14,51.80688,-0.09098,,
2286,SG15,52.01276,-0.26149,,
2287,SG16,52.01507,-0.29638,,
2288,SG17,52.03445,-0.33063,,
2289,SG18,52.08208,-0.26609,,
2290,SG19,52.13925,-0.24049,,
2291,SG2,51.8962,-0.16569,,
2292,SG3,51.86046,-0.18022,,
2293,SG4,51.921,-0.25922,,
2294,SG5,51.96727,-0.28654,,
2295,SG6,51.97888,-0.22057,,
2296,SG7,52.00335,-0.17443,,
2297,SG8,52.06369,-0.01293,,
2298,SG9,51.9458,-0.00796,,
2299,SK1,53.40736,-2.15044,,
2300,SK10,53.27793,-2.12899,,
2301,SK11,53.24646,-2.14238,,
2302,SK12,53.35169,-2.09165,,
2303,SK13,53.4479,-1.96386,,
2304,SK14,53.45149,-2.05422,,
2305,SK15,53.48655,-2.04672,,
2306,SK16,53.47395,-2.08137,,
2307,SK17,53.24378,-1.87861,,
2308,SK2,53.3948,-2.13235,,
2309,SK22,53.3724,-1.98497,,
2310,SK23,53.32744,-1.94895,,
2311,SK3,53.39835,-2.16996,,
2312,SK4,53.41901,-2.17908,,
2313,SK5,53.43433,-2.15204,,
2314,SK6,53.40563,-2.07973,,
2315,SK7,53.36962,-2.14129,,
2316,SK8,53.37941,-2.20748,,
2317,SK9,53.32723,-2.22975,,
2318,SL0,51.52431,-0.51371,,
2319,SL1,51.51751,-0.61916,,
2320,SL2,51.5335,-0.60281,,
2321,SL3,51.49961,-0.55198,,
2322,SL4,51.4753,-0.62475,,
2323,SL5,51.40468,-0.66138,,
2324,SL6,51.52231,-0.72569,,
2325,SL7,51.57411,-0.7762,,
2326,SL8,51.57786,-0.70682,,
2327,SL9,51.59677,-0.55467,,
2328,SM1,51.36599,-0.19127,,
2329,SM2,51.35258,-0.19611,,
2330,SM3,51.36992,-0.21267,,
2331,SM4,51.39219,-0.19886,,
2332,SM5,51.36741,-0.16679,,
2333,SM6,51.35984,-0.14267,,
2334,SM7,51.32296,-0.20014,,
2335,SN1,51.55689,-1.77351,,
2336,SN10,51.33589,-1.98708,,
2337,SN11,51.43931,-1.99856,,
2338,SN12,51.37178,-2.13649,,
2339,SN13,51.42383,-2.21001,,
2340,SN14,51.47511,-2.1944,,
2341,SN15,51.47255,-2.0792,,
2342,SN16,51.59304,-2.08951,,
2343,SN2,51.57939,-1.78206,,
2344,SN25,51.5911,-1.79644,,
2345,SN26,51.61086,-1.78335,,
2346,SN3,51.56132,-1.74319,,
2347,SN4,51.53089,-1.81978,,
2348,SN5,51.56509,-1.83696,,
2349,SN6,51.62067,-1.74141,,
2350,SN7,51.64892,-1.56345,,
2351,SN8,51.40741,-1.6851,,
2352,SN9,51.324,-1.78614,,
2353,SO14,50.90805,-1.39546,,
2354,SO15,50.91629,-1.42381,,
2355,SO16,50.93521,-1.43069,,
2356,SO17,50.92603,-1.3938,,
2357,SO18,50.92405,-1.35968,,
2358,SO19,50.90244,-1.35429,,
2359,SO20,51.11361,-1.50422,,
2360,SO21,51.07488,-1.31334,,
2361,SO22,51.06509,-1.33204,,
2362,SO23,51.06765,-1.30774,,
2363,SO24,51.08367,-1.14615,,
2364,SO30,50.91924,-1.30568,,
2365,SO31,50.86882,-1.29506,,
2366,SO32,50.9474,-1.20845,,
2367,SO40,50.91484,-1.50065,,
2368,SO41,50.75502,-1.56473,,
2369,SO42,50.80976,-1.53442,,
2370,SO43,50.88729,-1.58341,,
2371,SO45,50.84778,-1.3934,,
2372,SO50,50.9689,-1.33912,,
2373,SO51,50.994,-1.50407,,
2374,SO52,50.97663,-1.44015,,
2375,SO53,50.98442,-1.38022,,
2376,SP1,51.074,-1.78873,,
2377,SP10,51.21065,-1.48314,,
2378,SP11,51.22696,-1.51303,,
2379,SP2,51.07406,-1.82441,,
2380,SP3,51.10117,-2.00571,,
2381,SP4,51.16479,-1.764,,
2382,SP5,51.02271,-1.77185,,
2383,SP6,50.93553,-1.80074,,
2384,SP7,51.0039,-2.18245,,
2385,SP8,51.03696,-2.28956,,
2386,SP9,51.23018,-1.66053,,
2387,SR1,54.90695,-1.37919,,
2388,SR2,54.88716,-1.37638,,
2389,SR3,54.87747,-1.41549,,
2390,SR4,54.90088,-1.42451,,
2391,SR5,54.92334,-1.42419,,
2392,SR6,54.9348,-1.37876,,
2393,SR7,54.83046,-1.36168,,
2394,SR8,54.7665,-1.33471,,
2395,SR9,54.90243,-1.37458,,
2396,SS0,51.54602,0.69146,,
2397,SS1,51.53697,0.73275,,
2398,SS11,51.6151,0.53807,,
2399,SS12,51.60556,0.52164,,
2400,SS13,51.57433,0.50981,,
2401,SS14,51.57507,0.47521,,
2402,SS15,51.57687,0.432,,
2403,SS16,51.56201,0.4543,,
2404,SS17,51.52093,0.44055,,
2405,SS2,51.54991,0.71766,,
2406,SS3,51.54276,0.79224,,
2407,SS4,51.59406,0.71452,,
2408,SS5,51.60722,0.6503,,
2409,SS6,51.58746,0.60872,,
2410,SS7,51.56202,0.57984,,
2411,SS8,51.5222,0.59057,,
2412,SS9,51.55409,0.65298,,
2413,ST1,53.02616,-2.17148,,
2414,ST10,52.98942,-1.96275,,
2415,ST11,52.96693,-2.06552,,
2416,ST12,52.94795,-2.17117,,
2417,ST13,53.1009,-2.01793,,
2418,ST14,52.90304,-1.86767,,
2419,ST15,52.90033,-2.14719,,
2420,ST16,52.81315,-2.11871,,
2421,ST17,52.7889,-2.09936,,
2422,ST18,52.81408,-2.08161,,
2423,ST19,52.71243,-2.14656,,
2424,ST2,53.02711,-2.1357,,
2425,ST20,52.79854,-2.26255,,
2426,ST21,52.86777,-2.25851,,
2427,ST3,52.98037,-2.12214,,
2428,ST4,52.99468,-2.18328,,
2429,ST5,53.01526,-2.23703,,
2430,ST6,53.0576,-2.18951,,
2431,ST7,53.08802,-2.2658,,
2432,ST8,53.11517,-2.16735,,
2433,ST9,53.05052,-2.09847,,
2434,SW1,51.49558,-0.1386,,
2435,SW10,51.48365,-0.18086,,
2436,SW11,51.4663,-0.16427,,
2437,SW12,51.44536,-0.14784,,
2438,SW13,51.47473,-0.24458,,
2439,SW14,51.46514,-0.26511,,
2440,SW15,51.45734,-0.22509,,
2441,SW16,51.42165,-0.12722,,
2442,SW17,51.4303,-0.16283,,
2443,SW18,51.4496,-0.18941,,
2444,SW19,51.42284,-0.20341,,
2445,SW1A,51.50265,-0.13111,,
2446,SW1E,51.49737,-0.13853,,
2447,SW1H,51.49818,-0.13273,,
2448,SW1P,51.49548,-0.13284,,
2449,SW1V,51.49016,-0.13738,,
2450,SW1W,51.49302,-0.14735,,
2451,SW1X,51.4976,-0.15293,,
2452,SW1Y,51.50539,-0.13388,,
2453,SW2,51.44939,-0.11889,,
2454,SW20,51.41058,-0.22547,,
2455,SW3,51.48969,-0.16477,,
2456,SW4,51.46045,-0.13571,,
2457,SW5,51.49005,-0.18781,,
2458,SW6,51.47675,-0.19986,,
2459,SW7,51.49614,-0.1746,,
2460,SW8,51.47566,-0.13077,,
2461,SW9,51.46907,-0.11232,,
2462,SY1,52.7228,-2.74039,,
2463,SY10,52.83579,-3.12089,,
2464,SY11,52.8663,-3.02808,,
2465,SY12,52.90335,-2.89364,,
2466,SY13,52.95147,-2.68921,,
2467,SY14,53.02924,-2.76203,,
2468,SY15,52.55518,-3.12995,,
2469,SY16,52.52004,-3.31183,,
2470,SY17,52.51644,-3.46501,,
2471,SY18,52.44076,-3.54784,,
2472,SY19,52.57388,-3.61156,,
2473,SY2,52.70669,-2.72827,,
2474,SY20,52.61405,-3.81838,,
2475,SY21,52.65784,-3.20505,,
2476,SY22,52.75604,-3.18553,,
2477,SY23,52.38184,-4.05129,,
2478,SY24,52.47045,-4.02302,,
2479,SY25,52.2381,-3.93626,,
2480,SY3,52.69923,-2.76959,,
2481,SY4,52.79556,-2.75052,,
2482,SY5,52.65299,-2.82791,,
2483,SY6,52.53906,-2.79038,,
2484,SY7,52.42508,-2.88688,,
2485,SY8,52.36523,-2.69474,,
2486,SY9,52.49803,-2.98558,,
2487,TA1,51.01234,-3.10203,,
2488,TA10,51.03262,-2.82438,,
2489,TA11,51.06039,-2.70214,,
2490,TA12,50.97452,-2.77207,,
2491,TA13,50.94638,-2.81004,,
2492,TA14,50.94588,-2.75024,,
2493,TA15,50.95058,-2.71757,,
2494,TA16,50.90693,-2.79229,,
2495,TA17,50.90753,-2.83497,,
2496,TA18,50.88269,-2.78619,,
2497,TA19,50.93392,-2.91373,,
2498,TA2,51.03303,-3.10109,,
2499,TA20,50.87329,-2.96087,,
2500,TA21,50.97673,-3.24507,,
2501,TA22,51.0451,-3.54509,,
2502,TA23,51.16171,-3.3516,,
2503,TA24,51.18137,-3.50957,,
2504,TA3,50.99403,-3.03889,,
2505,TA4,51.07092,-3.26758,,
2506,TA5,51.14633,-3.10379,,
2507,TA6,51.12479,-2.99895,,
2508,TA7,51.12999,-2.91187,,
2509,TA8,51.24445,-2.99294,,
2510,TA9,51.22588,-2.9553,,
2511,TD1,55.6239,-2.80997,,
2512,TD10,55.71203,-2.44887,,
2513,TD11,55.78792,-2.31578,,
2514,TD12,55.65331,-2.2384,,
2515,TD13,55.92975,-2.36975,,
2516,TD14,55.86735,-2.12305,,
2517,TD15,55.74699,-2.01275,,
2518,TD2,55.733,-2.7533,,
2519,TD3,55.70073,-2.57127,,
2520,TD4,55.64182,-2.67051,,
2521,TD5,55.58723,-2.41571,,
2522,TD6,55.58238,-2.6933,,
2523,TD7,55.53631,-2.87156,,
2524,TD8,55.47531,-2.54111,,
2525,TD9,55.39766,-2.77533,,
2526,TF1,52.70246,-2.50323,,
2527,TF10,52.76943,-2.38541,,
2528,TF11,52.66253,-2.35933,,
2529,TF12,52.61175,-2.48003,,
2530,TF13,52.57803,-2.5815,,
2531,TF2,52.70002,-2.43956,,
2532,TF3,52.66404,-2.44363,,
2533,TF4,52.66125,-2.46726,,
2534,TF5,52.7149,-2.53594,,
2535,TF6,52.7355,-2.55397,,
2536,TF7,52.63525,-2.44925,,
2537,TF8,52.62974,-2.47875,,
2538,TF9,52.8977,-2.46832,,
2539,TN1,51.1349,0.27002,,
2540,TN10,51.21013,0.28661,,
2541,TN11,51.20597,0.26922,,
2542,TN12,51.17194,0.44067,,
2543,TN13,51.27593,0.18519,,
2544,TN14,51.29525,0.16172,,
2545,TN15,51.29951,0.26953,,
2546,TN16,51.29362,0.05262,,
2547,TN17,51.0961,0.5381,,
2548,TN18,51.04328,0.52665,,
2549,TN19,51.00262,0.40754,,
2550,TN2,51.13726,0.28729,,
2551,TN20,51.02633,0.25615,,
2552,TN21,50.95871,0.26427,,
2553,TN22,50.98067,0.10005,,
2554,TN23,51.13902,0.86075,,
2555,TN24,51.14917,0.88712,,
2556,TN25,51.14426,0.93972,,
2557,TN26,51.09988,0.80547,,
2558,TN27,51.16519,0.70642,,
2559,TN28,50.98202,0.95226,,
2560,TN29,50.99327,0.93444,,
2561,TN3,51.12265,0.25227,,
2562,TN30,51.06195,0.69753,,
2563,TN31,50.96233,0.68748,,
2564,TN32,50.9793,0.4904,,
2565,TN33,50.91032,0.47676,,
2566,TN34,50.86393,0.58374,,
2567,TN35,50.88036,0.61309,,
2568,TN36,50.92061,0.70216,,
2569,TN37,50.87168,0.55858,,
2570,TN38,50.86297,0.54531,,
2571,TN39,50.84602,0.45488,,
2572,TN4,51.1459,0.25912,,
2573,TN40,50.84449,0.48463,,
2574,TN5,51.06471,0.36223,,
2575,TN6,51.05216,0.17464,,
2576,TN7,51.09204,0.10938,,
2577,TN8,51.1942,0.07969,,
2578,TN9,51.19053,0.27705,,
2579,TQ1,50.47156,-3.52209,,
2580,TQ10,50.42412,-3.81906,,
2581,TQ11,50.48137,-3.78179,,
2582,TQ12,50.52882,-3.61142,,
2583,TQ13,50.59296,-3.71817,,
2584,TQ14,50.55002,-3.50626,,
2585,TQ2,50.47398,-3.54331,,
2586,TQ3,50.44298,-3.57469,,
2587,TQ4,50.42326,-3.56982,,
2588,TQ5,50.39151,-3.52234,,
2589,TQ6,50.34655,-3.58837,,
2590,TQ7,50.28256,-3.78278,,
2591,TQ8,50.23686,-3.77125,,
2592,TQ9,50.41619,-3.68924,,
2593,TR1,50.26241,-5.05347,,
2594,TR10,50.16624,-5.11736,,
2595,TR11,50.14907,-5.08684,,
2596,TR12,50.0431,-5.17923,,
2597,TR13,50.10945,-5.28435,,
2598,TR14,50.20987,-5.29686,,
2599,TR15,50.23225,-5.23669,,
2600,TR16,50.23272,-5.21988,,
2601,TR17,50.12482,-5.46735,,
2602,TR18,50.1163,-5.54089,,
2603,TR19,50.10012,-5.62783,,
2604,TR2,50.25334,-4.95186,,
2605,TR20,50.13138,-5.48882,,
2606,TR21,49.92936,-6.25622,,
2607,TR22,49.89192,-6.34346,,
2608,TR23,49.95281,-6.35174,,
2609,TR24,49.95528,-6.33383,,
2610,TR25,49.96401,-6.29276,,
2611,TR26,50.20276,-5.4786,,
2612,TR27,50.18162,-5.4028,,
2613,TR3,50.21684,-5.10944,,
2614,TR4,50.28359,-5.13626,,
2615,TR5,50.30819,-5.19127,,
2616,TR6,50.34167,-5.15134,,
2617,TR7,50.41304,-5.073,,
2618,TR8,50.39869,-5.03689,,
2619,TR9,50.41387,-4.93648,,
2620,TS1,54.57179,-1.23733,,
2621,TS10,54.60656,-1.06791,,
2622,TS11,54.58734,-1.02501,,
2623,TS12,54.56258,-0.96528,,
2624,TS13,54.54989,-0.85427,,
2625,TS14,54.53189,-1.06034,,
2626,TS15,54.49144,-1.32992,,
2627,TS16,54.52393,-1.35257,,
2628,TS17,54.53713,-1.30289,,
2629,TS18,54.56241,-1.32257,,
2630,TS19,54.57781,-1.34398,,
2631,TS2,54.58436,-1.23555,,
2632,TS20,54.58572,-1.3129,,
2633,TS21,54.62676,-1.42529,,
2634,TS22,54.61809,-1.3139,,
2635,TS23,54.60803,-1.28465,,
2636,TS24,54.69655,-1.21016,,
2637,TS25,54.66338,-1.22321,,
2638,TS26,54.68768,-1.22895,,
2639,TS27,54.72309,-1.28728,,
2640,TS28,54.72536,-1.37265,,
2641,TS29,54.71032,-1.41945,,
2642,TS3,54.56073,-1.19578,,
2643,TS4,54.55551,-1.22217,,
2644,TS5,54.5512,-1.25008,,
2645,TS6,54.56583,-1.15236,,
2646,TS7,54.53369,-1.18394,,
2647,TS8,54.52141,-1.23054,,
2648,TS9,54.46614,-1.16368,,
2649,TW1,51.44982,-0.3247,,
2650,TW10,51.44949,-0.30168,,
2651,TW11,51.42653,-0.33131,,
2652,TW12,51.42166,-0.36888,,
2653,TW13,51.43828,-0.39995,,
2654,TW14,51.45202,-0.41818,,
2655,TW15,51.43002,-0.45491,,
2656,TW16,51.4151,-0.41514,,
2657,TW17,51.39753,-0.44594,,
2658,TW18,51.428,-0.50677,,
2659,TW19,51.45221,-0.50166,,
2660,TW2,51.44657,-0.34929,,
2661,TW20,51.42674,-0.54997,,
2662,TW3,51.46742,-0.36149,,
2663,TW4,51.46593,-0.38314,,
2664,TW5,51.48029,-0.3812,,
2665,TW6,51.46948,-0.44638,,
2666,TW7,51.47331,-0.33248,,
2667,TW8,51.48552,-0.30611,,
2668,TW9,51.46736,-0.29382,,
2669,UB1,51.51435,-0.37278,,
2670,UB10,51.5478,-0.45236,,
2671,UB11,51.51909,-0.45766,,
2672,UB2,51.49915,-0.37909,,
2673,UB3,51.50513,-0.42211,,
2674,UB4,51.52381,-0.40704,,
2675,UB5,51.54315,-0.37464,,
2676,UB6,51.53911,-0.34306,,
2677,UB7,51.50576,-0.46964,,
2678,UB8,51.53458,-0.473,,
2679,UB9,51.58157,-0.49019,,
2680,W1,51.51452,-0.14215,,
2681,W10,51.52103,-0.21397,,
2682,W11,51.51189,-0.20424,,
2683,W12,51.50777,-0.2289,,
2684,W13,51.5127,-0.31951,,
2685,W14,51.49488,-0.20923,,
2686,W1B,51.51357,-0.13931,,
2687,W1C,51.51371,-0.14795,,
2688,W1D,51.51344,-0.13066,,
2689,W1F,51.51261,-0.13502,,
2690,W1G,51.51818,-0.14633,,
2691,W1H,51.51659,-0.15936,,
2692,W1J,51.50735,-0.14388,,
2693,W1K,51.51104,-0.1495,,
2694,W1M,51.51823,-0.14921,,
2695,W1S,51.5109,-0.14086,,
2696,W1T,51.5198,-0.13473,,
2697,W1U,51.51827,-0.15209,,
2698,W1W,51.51897,-0.13909,,
2699,W2,51.51508,-0.17816,,
2700,W3,51.50925,-0.26775,,
2701,W4,51.49118,-0.26268,,
2702,W5,51.51243,-0.30078,,
2703,W6,51.49246,-0.22805,,
2704,W7,51.5111,-0.33398,,
2705,W8,51.50003,-0.19317,,
2706,W9,51.52607,-0.1907,,
2707,WA1,53.39442,-2.5685,,
2708,WA10,53.45362,-2.75454,,
2709,WA11,53.47721,-2.71879,,
2710,WA12,53.45343,-2.63104,,
2711,WA13,53.38226,-2.46911,,
2712,WA14,53.38624,-2.35788,,
2713,WA15,53.38364,-2.32478,,
2714,WA16,53.3026,-2.37068,,
2715,WA2,53.41054,-2.58075,,
2716,WA3,53.45384,-2.54821,,
2717,WA4,53.36472,-2.57412,,
2718,WA5,53.39857,-2.63624,,
2719,WA6,53.27222,-2.72285,,
2720,WA7,53.32987,-2.7028,,
2721,WA8,53.37189,-2.74107,,
2722,WA9,53.43676,-2.71811,,
2723,WC1,51.52139,-0.12169,,
2724,WC1A,51.51694,-0.12475,,
2725,WC1B,51.51876,-0.12612,,
2726,WC1E,51.52065,-0.13181,,
2727,WC1H,51.52415,-0.1259,,
2728,WC1N,51.52136,-0.12025,,
2729,WC1R,51.5186,-0.11604,,
2730,WC1V,51.51685,-0.11899,,
2731,WC1X,51.52489,-0.11578,,
2732,WC2,51.51332,-0.12346,,
2733,WC2A,51.51588,-0.11471,,
2734,WC2B,51.5151,-0.12195,,
2735,WC2E,51.51242,-0.1235,,
2736,WC2H,51.51339,-0.12778,,
2737,WC2N,51.50975,-0.12505,,
2738,WC2R,51.51145,-0.11921,,
2739,WD1,51.64692,-0.39984,,
2740,WD17,51.66138,-0.40512,,
2741,WD18,51.64801,-0.41426,,
2742,WD19,51.6315,-0.39027,,
2743,WD2,51.6673,-0.37743,,
2744,WD23,51.64554,-0.3652,,
2745,WD24,51.67027,-0.39757,,
2746,WD25,51.68363,-0.38842,,
2747,WD3,51.6453,-0.48085,,
2748,WD4,51.70882,-0.45556,,
2749,WD5,51.7047,-0.41662,,
2750,WD6,51.65684,-0.27514,,
2751,WD7,51.68611,-0.30876,,
2752,WF1,53.68684,-1.49117,,
2753,WF10,53.72388,-1.3437,,
2754,WF11,53.71078,-1.25602,,
2755,WF12,53.68373,-1.61992,,
2756,WF13,53.69279,-1.64559,,
2757,WF14,53.68034,-1.69263,,
2758,WF15,53.70822,-1.69849,,
2759,WF16,53.70994,-1.66817,,
2760,WF17,53.71885,-1.64082,,
2761,WF2,53.67254,-1.51102,,
2762,WF3,53.72294,-1.52408,,
2763,WF4,53.64741,-1.51888,,
2764,WF5,53.67998,-1.57605,,
2765,WF6,53.69997,-1.41375,,
2766,WF7,53.66639,-1.35065,,
2767,WF8,53.68497,-1.29887,,
2768,WF9,53.60599,-1.31983,,
2769,WN1,53.55414,-2.6265,,
2770,WN2,53.53639,-2.58248,,
2771,WN3,53.52888,-2.64423,,
2772,WN4,53.49473,-2.64221,,
2773,WN5,53.53135,-2.68501,,
2774,WN6,53.57369,-2.66908,,
2775,WN7,53.49803,-2.51712,,
2776,WN8,53.55242,-2.76838,,
2777,WR1,52.19713,-2.21656,,
2778,WR10,52.11459,-2.06426,,
2779,WR11,52.09481,-1.92847,,
2780,WR12,52.04261,-1.87314,,
2781,WR13,52.09433,-2.34161,,
2782,WR14,52.11328,-2.31839,,
2783,WR15,52.30476,-2.56764,,
2784,WR2,52.18989,-2.24139,,
2785,WR3,52.21603,-2.21079,,
2786,WR4,52.20438,-2.1844,,
2787,WR5,52.17738,-2.19891,,
2788,WR6,52.22732,-2.37045,,
2789,WR7,52.19642,-2.05268,,
2790,WR8,52.08207,-2.20287,,
2791,WR9,52.26826,-2.15682,,
2792,WS1,52.57945,-1.97786,,
2793,WS10,52.56057,-2.02065,,
2794,WS11,52.68914,-2.01776,,
2795,WS12,52.70623,-1.99852,,
2796,WS13,52.6917,-1.818,,
2797,WS14,52.66292,-1.81368,,
2798,WS15,52.75834,-1.91701,,
2799,WS2,52.58845,-2.00148,,
2800,WS3,52.61812,-1.98966,,
2801,WS4,52.60552,-1.95865,,
2802,WS5,52.56776,-1.95869,,
2803,WS6,52.65767,-2.02218,,
2804,WS7,52.68012,-1.91272,,
2805,WS8,52.64597,-1.93348,,
2806,WS9,52.6091,-1.91729,,
2807,WV1,52.58569,-2.11514,,
2808,WV10,52.61716,-2.11227,,
2809,WV11,52.61,-2.07089,,
2810,WV12,52.60552,-2.03987,,
2811,WV13,52.58484,-2.06052,,
2812,WV14,52.55695,-2.07818,,
2813,WV15,52.51593,-2.37435,,
2814,WV16,52.5112,-2.44062,,
2815,WV2,52.574,-2.11806,,
2816,WV3,52.57936,-2.15054,,
2817,WV4,52.56229,-2.14163,,
2818,WV5,52.53342,-2.20936,,
2819,WV6,52.5955,-2.18161,,
2820,WV7,52.63309,-2.27043,,
2821,WV8,52.62337,-2.1832,,
2822,WV9,52.63332,-2.14039,,
2823,YO1,53.95857,-1.0809,,
2824,YO10,53.95031,-1.05822,,
2825,YO11,54.26511,-0.39535,,
2826,YO12,54.27356,-0.42267,,
2827,YO13,54.28798,-0.49587,,
2828,YO14,54.19903,-0.29672,,
2829,YO15,54.0939,-0.17715,,
2830,YO16,54.09514,-0.20004,,
2831,YO17,54.13631,-0.75397,,
2832,YO18,54.2587,-0.76717,,
2833,YO19,53.91046,-1.02105,,
2834,YO21,54.47654,-0.71123,,
2835,YO22,54.45038,-0.62104,,
2836,YO23,53.92562,-1.12122,,
2837,YO24,53.94624,-1.11469,,
2838,YO25,54.00465,-0.41302,,
2839,YO26,53.97452,-1.17204,,
2840,YO30,53.98579,-1.11385,,
2841,YO31,53.96923,-1.06389,,
2842,YO32,54.01143,-1.05837,,
2843,YO41,53.96966,-0.90227,,
2844,YO42,53.92274,-0.7908,,
2845,YO43,53.84976,-0.68952,,
2846,YO51,54.08182,-1.37628,,
2847,YO60,54.08237,-0.94057,,
2848,YO61,54.11579,-1.1937,,
2849,YO62,54.24282,-0.99325,,
2850,YO7,54.2237,-1.3496,,
2851,YO8,53.7813,-1.05745,,
2852,ZE1,60.15232,-1.16779,,
2853,ZE2,60.33047,-1.22484,,
2854,ZE3,59.88369,-1.30316,,
2855,W1A,51.518562,-0.143799,,
2856,BL11,53.576178,-2.428677,,
2857,BL78,53.571716,-2.416294,,
2858,BN50,50.823442,-0.140396,,
2859,BN51,50.804823,-0.058672,,
2860,BN52,50.829256,-0.168416,,
2861,BN88,50.831246,-0.140438,,
2862,BN99,50.820239,-0.379944,,
2863,BS80,51.521874,-2.572469,,
2864,BS98,51.459068,-2.581532,,
2865,CA95,54.644668,-3.56645,,
2866,CF30,51.519635,-3.119562,,
2867,CF91,51.465745,-3.193634,,
2868,CF95,51.481196,-3.171039,,
2869,CF99,51.464366,-3.161654,,
2870,CH25,53.396972,-3.011914,,
2871,CH26,53.365697,-3.065921,,
